,gender,age,university,degree_level,degree_major,academic_year,cgpa,residential_status,campus_discrimination,sports_engagement,average_sleep,study_satisfaction,academic_workload,academic_pressure,financial_concerns,social_relationships,depression,anxiety,isolation,future_insecurity,stress_relief_activities
858,Male,20,PU,Undergraduate,Computer Science,4th year,2.75,Off-Campus,No,3,6,4,4,2,3,3,3,1,4,4,Sleep
859,Female,20,PU,Undergraduate,Computer Science,3rd year,3.25,On-Campus,No,3,6,4,4,3,5,4,3,5,3,2,Online Entertainment
860,Female,20,UET,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,7,4,5,5,5,5,2,5,4,4,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
861,Male,19,UET,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,3,8,5,3,4,3,2,5,1,5,4,"Religious Activities, Online Entertainment"
862,Female,20,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,Yes,3,6,4,2,4,2,2,4,3,3,2,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
863,Male,20,PU,Undergraduate,Data Science,4th year,0.0,Off-Campus,Yes,3,8,3,4,4,1,2,3,4,3,3,"Religious Activities, Social Connections, Online Entertainment"
864,Male,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,3,6,4,2,4,5,5,4,3,5,2,Sports and Fitness
865,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,6,6,4,5,1,5,4,3,2,1,1,"Religious Activities, Online Entertainment, Outdoor Activities"
866,Male,21,COMSATS,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,6,8,5,5,5,5,4,2,4,1,2,"Religious Activities, Sleep"
867,Female,19,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,0,6,5,5,2,5,2,4,2,1,2,Sleep
868,Female,20,PU,Undergraduate,Software Engineering,2nd year,3.25,Off-Campus,No,3,6,3,2,5,3,3,2,3,3,1,Online Entertainment
869,Male,20,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,6,4,4,3,5,3,5,4,1,3,"Online Entertainment, Outdoor Activities, Sleep"
870,Male,17,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,6,1,3,3,5,3,4,3,2,5,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
871,Male,18,UET,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,6,6,5,5,4,3,4,4,5,3,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
872,Male,20,COMSATS,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,3,6,4,3,4,5,4,1,4,3,4,"Religious Activities, Online Entertainment"
873,Female,18,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,6,5,3,5,3,4,3,2,5,1,"Religious Activities, Social Connections, Online Entertainment"
874,Male,18,KUST,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,0,4,3,3,5,3,2,1,3,3,4,"Religious Activities, Social Connections, Online Entertainment"
875,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,3,6,3,4,4,3,1,5,3,3,1,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
876,Female,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,6,6,5,4,4,3,3,1,4,3,4,Religious Activities
877,Female,20,PU,Undergraduate,Data Science,1st year,3.75,On-Campus,Yes,0,6,4,4,4,3,1,3,2,2,4,"Religious Activities, Social Connections"
878,Male,20,NUST,Postgraduate,Data Science,1st year,2.75,Off-Campus,No,0,4,3,4,5,4,3,2,4,3,5,Outdoor Activities
879,Male,20,PU,Undergraduate,Data Science,1st year,2.25,On-Campus,No,0,6,2,4,1,1,3,2,3,3,2,Online Entertainment
880,Male,20,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,4,2,5,5,4,5,1,5,5,"Religious Activities, Sports and Fitness, Online Entertainment"
881,Male,20,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,6,6,4,3,3,5,1,3,4,5,3,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
882,Male,26,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,3,8,4,2,5,4,1,3,5,4,4,Religious Activities
883,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,0,6,4,4,4,3,3,3,2,5,4,"Online Entertainment, Outdoor Activities, Sleep"
884,Female,19,PU,Undergraduate,Information Technology,3rd year,2.75,Off-Campus,No,3,8,4,4,4,4,1,2,4,1,4,Social Connections
885,Male,20,COMSATS,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,0,6,4,5,4,4,4,5,2,3,4,"Religious Activities, Sports and Fitness, Online Entertainment"
886,Female,21,PU,Undergraduate,Data Science,1st year,2.75,Off-Campus,No,7,6,5,4,5,5,4,4,5,5,4,Outdoor Activities
887,Male,22,UMT,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,3,3,4,5,4,2,5,1,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
888,Male,22,COMSATS,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,4,5,4,4,1,4,3,3,2,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
889,Male,18,COMSATS,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,8,1,4,5,4,3,4,4,3,5,"Religious Activities, Creative Outlets, Social Connections"
890,Female,19,PU,Undergraduate,Data Science,1st year,3.75,On-Campus,Yes,0,8,5,4,3,1,1,4,4,5,5,Online Entertainment
891,Male,20,COMSATS,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,6,4,4,3,5,3,3,4,3,5,Religious Activities
892,Male,20,FAST,Undergraduate,Data Science,3rd year,3.75,Off-Campus,Yes,0,6,3,3,1,4,1,3,4,3,2,Online Entertainment
893,Female,22,PU,Undergraduate,Software Engineering,3rd year,3.75,Off-Campus,No,0,8,4,3,4,5,5,5,3,5,5,"Creative Outlets, Social Connections, Online Entertainment"
894,Male,20,KUST,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,7,6,3,3,5,5,1,5,5,2,1,"Religious Activities, Sports and Fitness, Sleep"
895,Male,21,PU,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,6,6,4,4,5,3,4,2,4,5,1,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
896,Male,20,FAST,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,3,8,5,4,5,4,1,4,2,1,5,Sleep
897,Male,22,FAST,Undergraduate,Computer Science,1st year,3.25,Off-Campus,Yes,0,8,5,4,2,4,3,5,3,4,2,Online Entertainment
898,Male,20,COMSATS,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,0,4,4,4,4,3,3,4,5,2,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
899,Male,20,PU,Undergraduate,Computer Science,3rd year,0.0,On-Campus,No,7,8,5,4,4,4,4,2,3,2,4,Social Connections
900,Male,20,FAST,Undergraduate,Information Technology,1st year,3.75,Off-Campus,No,7,6,5,2,4,3,3,1,5,1,2,Outdoor Activities
901,Male,19,PU,Undergraduate,Computer Science,4th year,2.75,Off-Campus,Yes,0,6,4,4,4,3,1,3,5,3,2,Outdoor Activities
902,Male,20,PU,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,3,6,3,5,5,5,5,1,1,4,2,Online Entertainment
903,Male,22,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,5,5,3,3,4,2,5,3,4,"Religious Activities, Sports and Fitness, Social Connections, Sleep"
904,Male,19,FAST,Undergraduate,Data Science,1st year,2.75,On-Campus,No,0,6,5,5,5,5,2,3,2,4,2,"Religious Activities, Sports and Fitness, Online Entertainment"
905,Male,18,PU,Undergraduate,Data Science,3rd year,2.75,On-Campus,No,0,8,3,4,2,5,2,3,4,3,5,"Social Connections, Sleep"
906,Female,20,PU,Undergraduate,Computer Science,3rd year,3.25,On-Campus,No,0,6,5,5,1,4,2,1,2,2,3,Online Entertainment
907,Male,18,FAST,Undergraduate,Computer Science,1st year,3.75,Off-Campus,Yes,7,6,3,5,5,1,3,3,2,4,2,Online Entertainment
908,Male,17,UET,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,5,3,5,1,3,3,1,3,3,"Religious Activities, Social Connections, Online Entertainment"
909,Male,19,FAST,Undergraduate,Computer Science,4th year,3.75,Off-Campus,No,0,6,5,4,4,5,1,4,3,5,3,"Religious Activities, Social Connections, Online Entertainment"
910,Male,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,4,4,4,4,5,5,3,3,2,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
911,Male,21,KUST,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,6,6,5,4,4,1,1,4,2,5,2,Outdoor Activities
912,Male,20,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,3,8,5,4,5,1,3,2,4,5,2,Sleep
913,Male,19,PU,Undergraduate,Computer Science,3rd year,3.75,On-Campus,Yes,7,8,5,3,5,5,1,5,4,3,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
914,Male,22,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,8,5,4,4,5,2,4,5,5,3,Online Entertainment
915,Male,20,PU,Undergraduate,Information Technology,3rd year,3.25,On-Campus,No,3,6,5,4,3,5,1,1,1,4,1,"Religious Activities, Social Connections"
916,Male,20,PU,Undergraduate,Information Technology,3rd year,2.75,On-Campus,No,6,6,5,4,4,5,4,3,4,4,5,Sports and Fitness
917,Male,19,PU,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,0,8,5,3,4,2,3,2,2,2,3,"Religious Activities, Creative Outlets"
918,Male,19,PU,Undergraduate,Computer Science,1st year,0.0,Off-Campus,No,0,8,4,2,4,3,5,5,3,2,2,"Religious Activities, Creative Outlets, Social Connections"
919,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,Yes,6,6,4,4,4,4,3,3,2,1,5,Sleep
920,Male,18,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,4,5,5,4,4,4,4,4,5,4,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
921,Male,20,PU,Undergraduate,Information Technology,1st year,3.75,Off-Campus,Yes,6,6,3,4,3,5,1,2,5,4,3,Sports and Fitness
922,Female,20,PU,Undergraduate,Information Technology,3rd year,0.0,Off-Campus,No,0,6,2,5,4,4,4,3,4,2,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
923,Male,20,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,0,6,1,4,5,3,5,2,3,4,4,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
924,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,6,5,5,1,1,1,3,4,4,2,Sports and Fitness
925,Male,22,KUST,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,6,3,4,5,4,5,1,2,2,3,Sports and Fitness
926,Male,19,PU,Undergraduate,Data Science,3rd year,3.75,On-Campus,Yes,6,8,5,3,4,5,2,4,2,3,4,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
927,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,6,4,5,4,5,3,3,2,3,1,Sleep
928,Male,20,PU,Postgraduate,Data Science,4th year,3.75,Off-Campus,No,3,6,4,4,4,5,4,2,2,3,2,Online Entertainment
929,Male,20,PU,Undergraduate,Software Engineering,2nd year,2.75,Off-Campus,No,7,6,5,4,1,4,2,4,3,1,3,Sleep
930,Male,22,UET,Undergraduate,Data Science,3rd year,2.75,Off-Campus,Yes,3,8,4,3,4,5,3,3,3,5,5,"Religious Activities, Sports and Fitness, Sleep"
931,Male,19,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,8,5,5,5,4,1,4,2,4,3,"Religious Activities, Sports and Fitness, Outdoor Activities"
932,Male,19,UOL,Undergraduate,Computer Science,1st year,3.25,Off-Campus,Yes,3,8,3,4,3,2,4,3,4,4,5,Social Connections
933,Female,23,PU,Undergraduate,Computer Science,3rd year,3.25,On-Campus,No,0,6,3,4,3,5,1,5,4,3,5,Religious Activities
934,Male,26,KUST,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,7,6,5,4,3,5,2,1,4,5,2,Online Entertainment
935,Male,19,UET,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,0,6,1,4,5,4,1,5,5,3,4,Sleep
936,Male,17,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,0,6,4,5,3,2,3,1,3,1,4,Sports and Fitness
937,Male,22,PU,Undergraduate,Data Science,2nd year,3.75,Off-Campus,No,3,6,4,4,1,3,5,1,4,3,2,"Religious Activities, Sports and Fitness, Sleep"
938,Male,20,PU,Undergraduate,Software Engineering,3rd year,3.25,On-Campus,Yes,3,6,1,5,5,5,4,3,4,4,4,Sports and Fitness
939,Male,20,PU,Undergraduate,Information Technology,1st year,3.25,On-Campus,No,3,6,5,4,4,5,2,3,3,1,1,Sleep
940,Male,19,UET,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,0,8,5,4,1,4,3,1,2,2,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
941,Female,17,UET,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,6,8,4,4,3,3,1,5,2,5,4,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
942,Female,20,UET,Undergraduate,Computer Science,1st year,2.25,On-Campus,No,0,6,5,2,5,5,1,4,4,3,2,"Religious Activities, Sports and Fitness, Sleep"
943,Male,20,KUST,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,3,6,3,4,4,3,3,1,5,2,5,"Religious Activities, Social Connections"
944,Female,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,8,4,5,3,4,1,1,4,4,2,"Religious Activities, Sports and Fitness, Social Connections"
945,Male,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,8,5,5,4,5,3,5,1,3,4,"Religious Activities, Social Connections, Online Entertainment"
946,Male,19,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,8,5,3,3,5,1,3,3,3,1,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
947,Male,20,UET,Undergraduate,Computer Science,4th year,2.75,On-Campus,No,7,8,4,5,3,3,3,1,2,5,5,"Religious Activities, Sports and Fitness"
948,Male,20,PU,Undergraduate,Data Science,3rd year,3.25,On-Campus,Yes,0,8,4,5,4,2,3,2,1,1,4,Religious Activities
949,Male,22,PU,Undergraduate,Data Science,1st year,2.75,On-Campus,No,6,8,5,3,4,3,3,1,3,4,1,Sports and Fitness
950,Male,23,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,6,4,5,5,4,1,3,3,4,1,"Religious Activities, Social Connections, Online Entertainment"
951,Male,23,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,6,4,3,3,1,4,3,4,3,3,Online Entertainment
952,Male,18,PU,Undergraduate,Data Science,4th year,2.25,Off-Campus,No,7,6,4,5,4,5,1,4,5,4,5,Social Connections
953,Male,23,PU,Undergraduate,Computer Science,4th year,3.75,On-Campus,No,0,6,5,4,5,4,1,4,3,3,3,Sports and Fitness
954,Male,20,FAST,Undergraduate,Information Technology,3rd year,3.25,Off-Campus,No,0,8,5,4,5,5,3,3,3,1,1,"Religious Activities, Sports and Fitness"
955,Male,19,FAST,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,0,8,5,5,3,5,2,4,4,4,2,Outdoor Activities
956,Male,21,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,Yes,0,4,4,5,4,2,3,3,3,5,3,"Religious Activities, Social Connections, Online Entertainment"
957,Male,19,UET,Undergraduate,Computer Science,1st year,3.25,On-Campus,Yes,0,6,3,3,3,2,2,4,4,1,1,"Online Entertainment, Sleep"
958,Male,22,PU,Undergraduate,Data Science,4th year,3.25,Off-Campus,Yes,6,6,4,4,3,3,2,4,3,4,3,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
959,Male,22,PU,Undergraduate,Data Science,2nd year,2.25,Off-Campus,Yes,7,6,4,3,1,2,1,5,2,4,2,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
960,Male,20,FAST,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,6,3,4,4,1,4,3,3,2,2,Religious Activities
961,Male,23,PU,Undergraduate,Information Technology,1st year,2.75,Off-Campus,No,3,8,5,4,3,5,1,4,4,3,2,"Religious Activities, Social Connections, Online Entertainment"
962,Male,22,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,6,8,5,4,4,4,4,3,4,2,3,"Religious Activities, Sports and Fitness"
963,Male,20,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,7,6,5,3,4,3,1,5,3,5,4,Religious Activities
964,Male,26,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,7,8,3,4,4,5,1,1,2,4,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
965,Female,23,UET,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,0,6,5,5,4,4,1,5,2,1,2,"Religious Activities, Social Connections, Online Entertainment, Sleep"
966,Male,20,FAST,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,6,1,4,4,5,3,1,1,3,1,"Social Connections, Sleep"
967,Male,20,PU,Undergraduate,Data Science,3rd year,3.25,On-Campus,No,3,8,5,4,4,5,3,4,4,4,2,"Social Connections, Online Entertainment, Sleep"
968,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,7,6,3,5,3,5,4,5,5,1,5,"Religious Activities, Social Connections, Online Entertainment"
969,Male,20,PU,Undergraduate,Data Science,1st year,3.75,On-Campus,Yes,0,6,5,5,5,4,2,3,5,1,2,"Religious Activities, Sports and Fitness, Outdoor Activities"
970,Male,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,6,5,4,4,5,3,5,3,2,5,Online Entertainment
971,Male,22,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,6,3,4,3,5,2,5,4,4,1,Sports and Fitness
972,Male,20,UET,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,6,5,4,4,5,1,4,3,4,5,"Religious Activities, Social Connections, Online Entertainment, Sleep"
973,Male,20,PU,Undergraduate,Data Science,1st year,3.25,On-Campus,No,3,8,4,4,3,1,3,3,2,5,4,"Religious Activities, Social Connections"
974,Male,19,PU,Undergraduate,Software Engineering,4th year,3.25,On-Campus,No,6,6,4,4,5,5,1,5,5,3,4,Religious Activities
975,Female,20,PU,Undergraduate,Computer Science,3rd year,2.25,Off-Campus,No,3,6,3,4,5,5,1,5,1,1,1,"Religious Activities, Social Connections, Online Entertainment"
976,Male,19,PU,Undergraduate,Information Technology,1st year,2.75,Off-Campus,No,6,6,5,5,4,5,1,1,2,2,4,Online Entertainment
977,Male,21,FAST,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,7,6,3,4,5,3,3,5,2,3,3,"Religious Activities, Creative Outlets, Social Connections"
978,Male,20,PU,Postgraduate,Data Science,2nd year,3.75,Off-Campus,No,0,6,4,5,3,5,4,4,2,3,2,"Religious Activities, Sports and Fitness, Online Entertainment"
979,Male,20,UET,Undergraduate,Information Technology,3rd year,3.75,Off-Campus,Yes,0,6,4,4,5,5,2,3,5,5,2,Sports and Fitness
980,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,8,4,3,4,2,2,2,5,2,3,Online Entertainment
981,Male,21,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,3,8,3,4,5,4,4,4,2,3,5,"Religious Activities, Sports and Fitness, Outdoor Activities"
982,Male,19,COMSATS,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,4,4,5,3,2,1,3,3,3,4,Outdoor Activities
983,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,3,6,3,3,2,4,5,4,4,1,3,Religious Activities
984,Male,22,FAST,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,6,4,5,3,5,2,3,3,5,3,"Religious Activities, Sports and Fitness, Online Entertainment"
985,Male,19,PU,Undergraduate,Computer Science,1st year,2.75,On-Campus,Yes,6,4,4,3,4,3,1,4,4,4,2,"Religious Activities, Sleep"
986,Male,20,PU,Undergraduate,Computer Science,2nd year,3.75,On-Campus,No,3,6,3,4,4,2,3,4,4,1,5,Online Entertainment
987,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,Yes,7,6,4,4,5,1,4,3,5,5,3,"Religious Activities, Social Connections, Online Entertainment"
988,Male,22,PU,Undergraduate,Data Science,2nd year,2.75,On-Campus,No,0,6,4,5,4,1,4,3,2,5,3,Sleep
989,Male,20,UET,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,6,5,4,4,5,4,4,4,1,2,Sports and Fitness
990,Male,22,UET,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,3,6,4,5,1,2,3,4,4,4,3,"Religious Activities, Online Entertainment, Outdoor Activities"
991,Male,20,PU,Undergraduate,Data Science,4th year,3.25,On-Campus,No,3,8,5,5,3,3,4,5,4,4,4,Online Entertainment
992,Male,20,COMSATS,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,3,6,4,4,5,5,4,5,4,3,5,"Religious Activities, Social Connections"
993,Male,21,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,8,4,2,4,2,3,2,4,2,4,Sports and Fitness
994,Female,20,KUST,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,6,5,4,5,5,3,2,3,3,1,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
995,Male,19,UOL,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,0,8,4,4,2,4,3,3,1,3,2,Sleep
996,Male,26,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,3,6,5,5,4,5,3,4,2,5,2,"Religious Activities, Sports and Fitness, Outdoor Activities"
997,Female,21,COMSATS,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,3,8,4,5,1,3,3,2,5,4,2,"Religious Activities, Sports and Fitness, Creative Outlets, Online Entertainment"
998,Male,22,PU,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,0,6,4,3,4,2,4,5,3,4,1,"Religious Activities, Social Connections, Online Entertainment"
999,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,Yes,3,6,3,2,4,3,5,3,2,4,1,Sleep
